group	cycle	wmo	park_depth	mean_date	uvp_points	ost_points	group_total_biovolume	slope	weighted_group_biovolume
last_group	14	6904240	500 m	2022-09-05T14:45:06Z	5	24	2.240404141735355	0.004570388792528627	0.44808082834707097
group_109	15	6904240	500 m	2022-09-14T23:27:56Z	2	10	0.5323006902854417	0.0037341010510562045	0.26615034514272085
group_11	15	6904240	500 m	2022-09-13T00:27:59Z	1	4	0.5138625671205218	0.006128624581769437	0.5138625671205218
group_20	15	6904240	500 m	2022-09-13T03:27:59Z	2	8	0.35828371331490555	0.0042068362406234095	0.17914185665745277
group_47	15	6904240	500 m	2022-09-13T12:27:59Z	7	26	2.9321774436049703	0.002654990052009629	0.4188824919435672
group_60	15	6904240	500 m	2022-09-13T22:27:58Z	3	12	0.7784095955329162	0.0016783419154007351	0.25946986517763876
group_89	15	6904240	500 m	2022-09-14T09:27:58Z	6	27	1.2767543572472475	0.003987682464720849	0.21279239287454124
group_98	15	6904240	500 m	2022-09-14T18:27:58Z	1	8	0.20247582337193287	0.0031836924771291453	0.20247582337193287
last_group	15	6904240	500 m	2022-09-15T12:27:56Z	7	31	0.9273461347367659	0.002005955442189	0.1324780192481094
group_111	16	6904240	500 m	2022-09-25T02:22:54Z	1	4	0.09534000029494864	0.004983259403360862	0.09534000029494864
group_47	16	6904240	500 m	2022-09-23T08:22:57Z	11	45	3.8570040866710196	0.003291199199588974	0.35063673515191085
group_68	16	6904240	500 m	2022-09-24T00:22:55Z	5	20	1.1821014920129198	0.004262112642531443	0.23642029840258397
group_96	16	6904240	500 m	2022-09-24T12:22:55Z	7	27	2.3193101567355505	0.0029793843753030745	0.33133002239079296
last_group	16	6904240	500 m	2022-09-25T13:22:54Z	6	27	1.3606993669997514	0.003832072579324583	0.22678322783329188
group_105	17	6904240	500 m	2022-10-04T22:44:30Z	1	6	0.855196952892285	0.0011192434763841908	0.855196952892285
group_118	17	6904240	500 m	2022-10-05T03:44:30Z	2	9	0.3871433909566049	9.333437057011673e-4	0.19357169547830244
group_137	17	6904240	500 m	2022-10-05T11:44:30Z	4	18	1.2461195841377473	0.0019779541346635456	0.3115298960344368
group_16	17	6904240	500 m	2022-10-03T00:44:33Z	3	14	0.6868488370837915	0.0019821430627600797	0.22894961236126385
group_37	17	6904240	500 m	2022-10-03T10:44:33Z	3	14	0.7201748914268336	8.511870846411841e-4	0.24005829714227786
group_50	17	6904240	500 m	2022-10-03T17:44:33Z	2	12	0.6877650173801704	0.0026842823537033067	0.3438825086900852
group_69	17	6904240	500 m	2022-10-04T03:44:31Z	2	11	0.4701149604570223	0.0029590815455138417	0.23505748022851114
group_79	17	6904240	500 m	2022-10-04T09:44:31Z	2	9	0.7844220284155352	2.31508276535633e-4	0.3922110142077676
group_98	17	6904240	500 m	2022-10-04T16:44:31Z	3	16	0.6418414841824556	0.0026093759421842886	0.21394716139415185
last_group	17	6904240	500 m	2022-10-05T18:44:30Z	1	8	0.16657301033111738	0.0034735321648998885	0.16657301033111738
group_134	18	6904240	500 m	2022-10-14T21:27:40Z	17	72	3.2471143760184638	0.003446397870014995	0.1910067280010861
group_139	18	6904240	500 m	2022-10-15T17:27:39Z	1	4	0.07741722584040212	0.0049735779076277575	0.07741722584040212
group_22	18	6904240	500 m	2022-10-13T03:27:43Z	3	14	0.6623982791727752	0.001982599199720103	0.22079942639092506
group_31	18	6904240	500 m	2022-10-13T10:27:43Z	2	8	0.3594862019241418	0.002633817146705107	0.1797431009620709
group_35	18	6904240	500 m	2022-10-13T13:27:43Z	1	3	0.10822378452472646	0.003694865683532944	0.10822378452472646
group_50	18	6904240	500 m	2022-10-13T17:27:43Z	3	14	1.1716226833333776	8.531538588370738e-4	0.3905408944444592
group_7	18	6904240	500 m	2022-10-12T23:27:43Z	1	5	0.17607838052236932	0.005515973436584831	0.17607838052236932
last_group	18	6904240	500 m	2022-10-15T19:27:39Z	1	6	0.2595653009085913	0.004481473171560579	0.2595653009085913
group_101	19	6904240	500 m	2022-10-24T19:40:37Z	2	9	0.18970655960724786	0.0023557623861176703	0.09485327980362393
group_120	19	6904240	500 m	2022-10-25T03:40:35Z	4	18	0.7968477192525191	0.002661614725071367	0.19921192981312977
group_21	19	6904240	500 m	2022-10-23T01:40:38Z	4	19	0.9337593998655976	0.00163863077076661	0.2334398499663994
group_27	19	6904240	500 m	2022-10-23T08:40:38Z	1	2	0.1241996758998455	0.007388593872821758	0.1241996758998455
group_52	19	6904240	500 m	2022-10-23T15:40:37Z	6	23	1.2983418528559185	0.0033668292764014837	0.21639030880931975
group_59	19	6904240	500 m	2022-10-23T23:40:37Z	2	6	1.4665754536438242	0.0029735171369841937	0.7332877268219121
group_86	19	6904240	500 m	2022-10-24T07:40:37Z	6	26	1.569359411394166	0.003154313246135856	0.26155990189902767
group_91	19	6904240	500 m	2022-10-24T16:40:37Z	1	3	0.2869361845675224	0.001883165287951405	0.2869361845675224
last_group	19	6904240	500 m	2022-10-25T14:40:35Z	5	23	0.9778505717740248	0.0018024834231911955	0.19557011435480495
group_10	20	6904240	500 m	2022-11-01T23:31:53Z	1	8	0.282126237198137	0.003953681997003807	0.282126237198137
group_120	20	6904240	500 m	2022-11-04T03:31:50Z	5	20	5.363547917586735	0.0027673355013208877	1.072709583517347
group_18	20	6904240	500 m	2022-11-02T03:31:53Z	1	7	0.040598234460261944	0.00677522464178254	0.040598234460261944
group_28	20	6904240	500 m	2022-11-02T08:31:53Z	2	9	0.4543681140467279	0.003244370709772307	0.22718405702336394
group_44	20	6904240	500 m	2022-11-02T14:31:53Z	4	15	1.1608575672867387	0.0037091418500462504	0.2902143918216847
group_61	20	6904240	500 m	2022-11-02T23:31:51Z	3	13	1.4231141523221855	0.0021718380207453518	0.47437138410739516
group_89	20	6904240	500 m	2022-11-03T10:31:51Z	6	27	5.386051599940672	0.004018996120903161	0.8976752666567788
group_99	20	6904240	500 m	2022-11-03T21:31:51Z	1	4	0.24908648981696238	0.0049911777439340995	0.24908648981696238
last_group	20	6904240	500 m	2022-11-04T16:31:50Z	4	19	1.1952715853081386	0.0035747699722630255	0.29881789632703465
group_108	21	6904240	500 m	2022-11-13T20:12:22Z	6	23	1.4285539650414718	0.004236261922146635	0.23809232750691198
group_127	21	6904240	500 m	2022-11-14T07:12:21Z	5	18	1.1465422472822262	0.004836694093936088	0.22930844945644524
group_142	21	6904240	500 m	2022-11-14T16:12:21Z	2	12	2.21102912291052	0.002383291484006743	1.10551456145526
group_42	21	6904240	500 m	2022-11-12T07:12:25Z	9	40	1.2371868209602497	0.002466092070450582	0.13746520232891662
group_51	21	6904240	500 m	2022-11-12T20:12:24Z	2	8	0.43272335649934385	0.004235764183320409	0.21636167824967192
group_55	21	6904240	500 m	2022-11-12T23:12:23Z	1	3	0.09150349554011375	0.005563497301117992	0.09150349554011375
group_84	21	6904240	500 m	2022-11-13T09:12:23Z	5	20	1.2531627218688917	0.0017624776580327883	0.25063254437377835
group_101	22	6904240	500 m	2022-11-23T06:39:45Z	18	74	4.993811929834568	0.0033616069421047376	0.27743399610192043
group_109	22	6904240	500 m	2022-11-24T03:39:43Z	1	7	0.43638808008102026	0.006226650376608467	0.43638808008102026
group_13	22	6904240	500 m	2022-11-22T02:39:46Z	2	11	0.9138897446568849	0.002221193931353138	0.45694487232844244
group_130	22	6904240	500 m	2022-11-24T10:39:43Z	4	20	0.9126872537860192	0.006305939722089482	0.2281718134465048
group_26	22	6904240	500 m	2022-11-22T09:39:46Z	1	7	0.18123189330034833	0.0024697075136325686	0.18123189330034833
group_107	23	6904240	500 m	2022-12-04T00:00:08Z	3	11	1.8056193853482345	0.0018697724232361905	0.6018731284494115
group_128	23	6904240	500 m	2022-12-04T09:00:08Z	4	18	0.5271471760669776	0.0017622278067832564	0.1317867940167444
group_50	23	6904240	500 m	2022-12-02T15:00:11Z	6	28	0.7926103850637325	0.002551555445190812	0.1321017308439554
group_60	23	6904240	500 m	2022-12-03T01:00:09Z	2	7	0.22200191366897526	3.106434203399844e-4	0.11100095683448763
group_84	23	6904240	500 m	2022-12-03T09:00:09Z	6	23	1.036428841417056	0.0028831990740783575	0.17273814023617598
group_95	23	6904240	500 m	2022-12-03T20:00:09Z	1	5	0.3633227092643994	0.0028029742798829915	0.3633227092643994
last_group	23	6904240	500 m	2022-12-04T17:00:08Z	4	17	0.5349347066987122	7.024390275994358e-4	0.13373367667467806
group_120	24	6904240	500 m	2022-12-14T06:25:14Z	2	10	0.23866493921179321	0.0029083733306196255	0.11933246960589661
group_137	24	6904240	500 m	2022-12-14T14:25:14Z	2	11	0.31276101246573	3.731778427533028e-4	0.156380506232865
group_23	24	6904240	500 m	2022-12-12T03:25:18Z	5	21	0.7504088392035335	0.003155086871280538	0.1500817678407067
group_27	24	6904240	500 m	2022-12-12T09:25:18Z	1	3	0.062185729870684985	0.0018580884923911634	0.062185729870684985
group_33	24	6904240	500 m	2022-12-12T11:25:18Z	1	5	0.09453834288097146	9.29476008366098e-4	0.09453834288097146
group_98	24	6904240	500 m	2022-12-13T11:25:16Z	9	40	1.4749928490493989	0.001528431405082648	0.1638880943388221
last_group	24	6904240	500 m	2022-12-14T19:25:14Z	1	8	0.0805665956505437	0.0015999555640485719	0.0805665956505437
group_111	25	6904240	500 m	2022-12-24T01:03:57Z	3	11	0.2891121105271793	0.0011325651867406304	0.09637070350905975
group_126	25	6904240	500 m	2022-12-24T08:03:57Z	2	11	0.2072285065507567	0.00226771657761311	0.10361425327537835
group_137	25	6904240	500 m	2022-12-24T14:03:57Z	2	10	0.25286573252519057	8.399611535324277e-4	0.12643286626259528
group_33	25	6904240	500 m	2022-12-22T05:04:00Z	7	31	1.8938589842124276	0.0019785148204729875	0.2705512834589182
group_53	25	6904240	500 m	2022-12-22T18:04:00Z	4	19	0.44686688875995295	0.0018569957625786523	0.11171672218998824
group_65	25	6904240	500 m	2022-12-23T02:03:59Z	2	11	0.22858695589460631	0.002230310579893091	0.11429347794730316
group_85	25	6904240	500 m	2022-12-23T12:03:59Z	2	8	0.2303620563143161	0.002670123026278908	0.11518102815715806
group_92	25	6904240	500 m	2022-12-23T17:03:59Z	1	6	0.034242234483374455	0.0037577798264287975	0.034242234483374455
group_99	25	6904240	500 m	2022-12-23T21:03:59Z	1	5	0.07117574829457518	0.0037622110508634867	0.07117574829457518
last_group	25	6904240	500 m	2022-12-24T19:03:57Z	1	8	0.3010797168555737	0.0032423396903423296	0.3010797168555737
group_124	26	6904240	500 m	2023-01-03T02:52:54Z	8	32	0.5055024185004383	0.0019817202935815165	0.06318780231255479
group_128	26	6904240	500 m	2023-01-03T11:52:54Z	1	3	0.05050443237061906	0.005630058281282213	0.05050443237061906
group_14	26	6904240	500 m	2023-01-01T00:52:57Z	2	12	0.2255521117295693	0.0021893514117268457	0.11277605586478465
group_32	26	6904240	500 m	2023-01-01T08:52:57Z	4	17	0.24805578564080083	0.0023178553266127236	0.06201394641020021
group_45	26	6904240	500 m	2023-01-01T16:52:57Z	2	9	0.41417070946201556	2.3195576833225096e-4	0.20708535473100778
group_51	26	6904240	500 m	2023-01-01T21:52:56Z	1	5	0.10581881132645851	0.0018576699347638238	0.10581881132645851
group_90	26	6904240	500 m	2023-01-02T10:52:55Z	6	25	0.5293231041926667	0.0017036435768975483	0.08822051736544445
last_group	26	6904240	500 m	2023-01-03T16:52:54Z	4	17	0.555720547657129	0.001525973180550727	0.13893013691428224
group_128	27	6904240	500 m	2023-01-13T10:41:19Z	1	4	0.361776655189142	0.0024871755063301526	0.361776655189142
group_13	27	6904240	500 m	2023-01-10T23:41:22Z	2	11	0.11606857686219144	0.0018510663142520256	0.05803428843109572
group_131	27	6904240	500 m	2023-01-13T12:41:19Z	1	2	0.051821441457755295	0.007464427353508718	0.051821441457755295
group_25	27	6904240	500 m	2023-01-11T06:41:22Z	1	6	0.028745153269037763	0.0029657090133923033	0.028745153269037763
group_38	27	6904240	500 m	2023-01-11T10:41:22Z	1	10	0.05096252258512277	0.0020602361801888014	0.05096252258512277
group_77	27	6904240	500 m	2023-01-12T03:41:20Z	6	24	0.8722608063234921	0.0014532561766131824	0.14537680105391534
group_88	27	6904240	500 m	2023-01-12T13:41:20Z	2	9	0.04374760377384211	0.001863932913406141	0.021873801886921056
group_99	27	6904240	500 m	2023-01-12T18:41:20Z	3	10	0.3439684011738887	0.002901545671118369	0.11465613372462957
last_group	27	6904240	500 m	2023-01-13T17:41:19Z	2	11	0.22469319179967087	0.0011205063111403568	0.11234659589983544
group_133	28	6904240	500 m	2023-01-22T03:39:13Z	10	42	0.7272752882684064	0.001541710491105709	0.07272752882684064
group_161	28	6904240	500 m	2023-01-22T21:39:12Z	6	27	0.33486385898786936	0.0028652643990871836	0.055810643164644895
group_37	28	6904240	500 m	2023-01-20T07:39:18Z	6	27	0.3196323637719157	0.0015665286015487028	0.05327206062865261
group_90	28	6904240	500 m	2023-01-21T04:39:14Z	11	47	1.3305799491361736	0.0016139566534512536	0.12096181355783396
group_100	29	6904240	500 m	2023-01-31T18:44:40Z	3	11	0.15563610909115957	3.725324344331556e-4	0.051878703030386525
group_127	29	6904240	500 m	2023-02-01T04:44:39Z	7	26	0.24221513589934401	0.0022371540962731018	0.034602162271334856
group_17	29	6904240	500 m	2023-01-30T02:44:42Z	1	7	0.030119423451129602	0.0012339014445686414	0.030119423451129602
group_7	29	6904240	500 m	2023-01-29T22:44:42Z	1	5	0.03945300908534636	0.0018481441588960867	0.03945300908534636
group_82	29	6904240	500 m	2023-01-30T20:44:41Z	15	63	0.6106340948030977	0.0020972312509195054	0.04070893965353985
group_88	29	6904240	500 m	2023-01-31T14:44:40Z	1	5	0.03504389216299446	0.001861764025143653	0.03504389216299446
last_group	29	6904240	500 m	2023-02-01T21:44:38Z	10	42	1.0940336731391551	0.001776196897351236	0.1094033673139155
last_group	1	6904240	1000 m	2022-05-22T03:35:28Z	1	4	0.03721982025676766	0.0017451795502864964	0.03721982025676766
group_19	2	6904240	1000 m	2022-05-22T22:26:35Z	4	17	0.1911953526643096	0.002620468939362238	0.0477988381660774
last_group	2	6904240	1000 m	2022-05-23T07:26:35Z	3	14	0.15500623475879155	0.0010763176558676762	0.051668744919597186
group_117	3	6904240	1000 m	2022-05-30T03:20:09Z	5	22	1.4890218584344719	0.0027494638460038357	0.2978043716868944
group_130	3	6904240	1000 m	2022-05-30T12:20:10Z	2	12	0.6595352176372579	9.875087049203955e-4	0.32976760881862893
group_140	3	6904240	1000 m	2022-05-30T18:20:09Z	2	8	1.0221707914771656	0.004280030009997072	0.5110853957385828
group_143	3	6904240	1000 m	2022-05-30T21:20:09Z	1	2	0.18266342502278465	0.007496486037415595	0.18266342502278465
group_161	3	6904240	1000 m	2022-05-31T03:20:08Z	3	14	2.3065409068234723	0.003476203952647284	0.7688469689411574
group_176	3	6904240	1000 m	2022-05-31T12:20:08Z	2	10	1.4036453193905079	0.001259297160626005	0.7018226596952539
group_190	3	6904240	1000 m	2022-05-31T19:20:09Z	1	5	0.30938259843528776	0.0018888714032391785	0.30938259843528776
group_227	3	6904240	1000 m	2022-06-01T07:20:06Z	9	35	4.049058373483315	0.0012240506794676206	0.44989537483147946
group_50	3	6904240	1000 m	2022-05-28T16:20:13Z	6	25	1.143564662296783	0.0017572120035067341	0.19059411038279717
group_57	3	6904240	1000 m	2022-05-29T01:20:12Z	1	6	0.12316897429845017	0.002814011452070929	0.12316897429845017
group_64	3	6904240	1000 m	2022-05-29T05:20:11Z	1	3	0.2702731575697875	8.874755023823219e-4	0.2702731575697875
group_72	3	6904240	1000 m	2022-05-29T09:20:11Z	1	6	0.2577329393257603	0.0049742774716689114	0.2577329393257603
group_82	3	6904240	1000 m	2022-05-29T12:20:11Z	2	9	0.450474349674583	0.002669237087101775	0.2252371748372915
group_91	3	6904240	1000 m	2022-05-29T18:20:12Z	2	6	0.9605004136248902	0.002868240236454983	0.4802502068124451
group_9	4	6904240	1000 m	2022-06-02T23:31:41Z	1	7	0.3868570877165832	0.001164737572122987	0.3868570877165832
last_group	4	6904240	1000 m	2022-06-03T07:31:41Z	3	13	0.8701993960698916	0.0010319754496143745	0.29006646535663055
group_104	5	6904240	1000 m	2022-06-10T02:11:08Z	1	3	0.5189015554366891	0.0057199603051284464	0.5189015554366891
group_11	5	6904240	1000 m	2022-06-08T03:11:11Z	2	9	0.6823251952053238	0.003999259544473619	0.3411625976026619
group_114	5	6904240	1000 m	2022-06-10T06:11:08Z	1	5	0.4603805444951634	0.0038369304883255073	0.4603805444951634
group_119	5	6904240	1000 m	2022-06-10T10:11:08Z	1	2	0.27027315424485715	0.003864267602621929	0.27027315424485715
group_126	5	6904240	1000 m	2022-06-10T12:11:08Z	1	5	0.3468887239026045	0.0019382975328854357	0.3468887239026045
group_143	5	6904240	1000 m	2022-06-10T19:11:08Z	4	16	1.448366355488996	0.001810613151000906	0.362091588872249
group_172	5	6904240	1000 m	2022-06-11T07:11:07Z	6	25	2.300814758637289	0.0024510808247779903	0.38346912643954817
group_191	5	6904240	1000 m	2022-06-11T19:11:07Z	4	17	1.6559384332219378	0.0036898860787196175	0.41398460830548445
group_202	5	6904240	1000 m	2022-06-12T02:11:07Z	1	8	0.5859544930148476	0.00368711697924711	0.5859544930148476
group_208	5	6904240	1000 m	2022-06-12T06:11:05Z	1	5	0.4573456983884351	0.0019892250356371988	0.4573456983884351
group_224	5	6904240	1000 m	2022-06-12T12:11:05Z	3	13	1.686344166733966	3.3235013105387123e-4	0.5621147222446553
group_23	5	6904240	1000 m	2022-06-08T09:11:11Z	2	9	0.6862762216301246	0.0017831934153100665	0.3431381108150623
group_231	5	6904240	1000 m	2022-06-12T17:11:05Z	2	6	0.6079428152812238	0.006389882921662071	0.3039714076406119
group_27	5	6904240	1000 m	2022-06-08T12:11:11Z	1	3	0.3030265971599158	0.005362129979482266	0.3030265971599158
group_35	5	6904240	1000 m	2022-06-08T16:11:11Z	1	4	0.3027975515581817	0.006106171123228199	0.3027975515581817
group_50	5	6904240	1000 m	2022-06-08T22:11:10Z	1	5	0.27903412789207577	0.005589194325542668	0.27903412789207577
group_62	5	6904240	1000 m	2022-06-09T03:11:10Z	2	9	0.8325214863289099	0.0014198383028196648	0.41626074316445494
group_97	5	6904240	1000 m	2022-06-09T15:11:09Z	8	34	2.334255334466241	0.0018353888297050305	0.29178191680828014
group_102	6	6904240	1000 m	2022-06-20T08:30:56Z	1	5	0.38679982483462017	0.007136876767377665	0.38679982483462017
group_128	6	6904240	1000 m	2022-06-20T17:30:54Z	6	24	1.5209736370024138	0.0032695062046520385	0.25349560616706895
group_154	6	6904240	1000 m	2022-06-21T05:30:53Z	6	25	1.376560734456942	0.0035921750526251646	0.229426789076157
group_17	6	6904240	1000 m	2022-06-18T14:30:57Z	1	5	0.7221790392396045	0.0026307135915946828	0.7221790392396045
group_190	6	6904240	1000 m	2022-06-21T21:30:52Z	8	35	2.0774958369066066	0.0033911193747087486	0.2596869796133258
group_24	6	6904240	1000 m	2022-06-18T18:30:57Z	1	6	0.3334895885563881	0.007027818761884946	0.3334895885563881
group_32	6	6904240	1000 m	2022-06-18T22:30:57Z	1	5	0.28252706587496	0.00968203375221645	0.28252706587496
group_42	6	6904240	1000 m	2022-06-19T02:30:57Z	1	5	0.2084309928597164	0.003537475152744716	0.2084309928597164
group_62	6	6904240	1000 m	2022-06-19T09:30:56Z	4	19	1.1319978869596483	0.0047272318582713135	0.2829994717399121
group_80	6	6904240	1000 m	2022-06-19T19:30:56Z	4	17	0.8977420605395254	0.003332222935061774	0.22443551513488136
group_96	6	6904240	1000 m	2022-06-20T03:30:56Z	4	15	0.9120573765731914	0.0022902099680482003	0.22801434414329785
last_group	6	6904240	1000 m	2022-06-22T11:30:51Z	4	19	0.9227079723994718	0.0021063199454586946	0.23067699309986794
group_103	7	6904240	1000 m	2022-06-30T01:59:55Z	1	5	0.20906086666697166	0.0045029832792269076	0.20906086666697166
group_125	7	6904240	1000 m	2022-06-30T07:59:55Z	5	21	1.2754373453785153	0.004153343649693497	0.25508746907570307
group_134	7	6904240	1000 m	2022-06-30T15:59:55Z	1	7	0.21014883030041073	0.004224342873398429	0.21014883030041073
group_145	7	6904240	1000 m	2022-06-30T20:59:55Z	2	8	0.36658659768513935	0.004672669930142497	0.18329329884256967
group_154	7	6904240	1000 m	2022-07-01T01:59:53Z	1	7	0.2432458400093445	0.004876562174774224	0.2432458400093445
group_160	7	6904240	1000 m	2022-07-01T05:59:53Z	1	5	0.14922284810527375	0.003665241323547175	0.14922284810527375
group_187	7	6904240	1000 m	2022-07-01T13:59:53Z	7	26	2.0818476945904005	0.008389113035931749	0.29740681351291437
