wmo	size_class	max_abundance	standard_dev	time_max_abundance	depth	r2	date	xmax	xmin	DOY
6904240	NP_Size_813	0.3215826621635908	15.074680180079545	193.8519419589379	130	0.9446476053483441	2022-07-13	202	187	194
6904240	NP_Size_813	0.334746461675982	14.554306473799071	195.99096769142764	150	0.9493823464790517	2022-07-15	204	189	196
6904240	NP_Size_813	0.24421740293142366	15.6906937202788	197.31557658267246	170	0.8775214177056626	2022-07-17	206	190	198
6904240	NP_Size_813	0.24311812366204666	15.188597268146458	198.4063058048619	190	0.818068917047776	2022-07-18	207	191	199
6904240	NP_Size_1020	0.5368881674416109	12.11681185745494	174.69439231601712	30	0.9408185136630162	2022-06-24	181	169	175
6904240	NP_Size_1020	0.4747383666138799	8.892163605964596	184.83613483260345	70	0.9379540392718921	2022-07-04	190	181	185
6904240	NP_Size_1020	0.5241986929886653	6.399737146135765	186.18873255100465	90	0.9878654596056435	2022-07-06	190	183	187
6904240	NP_Size_1020	0.43723797139367193	7.3760896907662135	186.58719997099087	110	0.8685256772069045	2022-07-06	191	183	187
6904240	NP_Size_1020	0.3145725341688767	15.683374899373009	191.96638586698165	130	0.8005726620947717	2022-07-11	200	185	192
6904240	NP_Size_1020	0.39030970536893034	13.420964959067877	194.28091074904995	150	0.9634822097389161	2022-07-14	201	188	195
6904240	NP_Size_1020	0.3862138444069388	12.175304846425423	195.56047369895944	170	0.94065920376862	2022-07-15	202	190	196
6904240	NP_Size_1020	0.273702214182348	14.130318233729414	196.64987740003627	190	0.9043298496063825	2022-07-16	204	190	197
6904240	NP_Size_1290	0.35187463678234876	7.276981832692692	178.596729025753	30	0.6496876146348859	2022-06-28	183	175	179
6904240	NP_Size_1290	0.3172891243566064	14.905197640775823	182.74647483089592	70	0.8827177752007869	2022-07-02	191	176	183
6904240	NP_Size_1290	1.0180872041221753	4.258995044012108	187.20732577925105	90	0.9947042967866053	2022-07-07	190	186	188
6904240	NP_Size_1290	0.5160239341340133	6.4913568458904995	186.50450605700019	110	0.9847672521701225	2022-07-06	190	184	187
6904240	NP_Size_1290	0.3902428790684606	7.853722806135972	187.32717243579444	130	0.8442164373062737	2022-07-07	192	184	188
6904240	NP_Size_1290	0.3589964023674431	11.871944400115272	193.70628453848352	150	0.9894823732555666	2022-07-13	200	188	194
6904240	NP_Size_1290	0.31896416603335054	11.385380083224042	194.82044714714485	170	0.972095387340909	2022-07-14	201	190	195
6904240	NP_Size_1290	0.25844605937704823	14.724569384143837	194.11799403273167	190	0.9245499503290429	2022-07-14	202	187	195
6904240	NP_Size_1630	0.36781128735229934	4.078664457274526	178.70960031237215	30	0.8969783993480019	2022-06-28	181	177	179
6904240	NP_Size_1630	0.2036530290017164	7.759761937896033	179.250674150425	50	0.8102393670069107	2022-06-29	184	176	180
6904240	NP_Size_1630	0.29156227140649804	5.526215151804543	185.02767981983035	90	0.9993791846765738	2022-07-05	188	183	186
6904240	NP_Size_1630	0.48968748030103537	4.370698404617115	187.43495778149108	110	0.9877542522500637	2022-07-07	190	186	188
6904240	NP_Size_1630	0.4486241841837965	4.316958489457696	187.22861605059046	130	0.996556443657402	2022-07-07	190	186	188
6904240	NP_Size_1630	0.21096406221394057	10.758567135315777	191.65055309907964	150	0.9926173814086932	2022-07-11	198	187	192
6904240	NP_Size_1630	0.14211133151262503	14.85277529881745	192.55578294844776	170	0.9570032580815125	2022-07-12	200	186	193
6904240	NP_Size_1630	0.10618818497887365	14.452941829808909	193.96246538637007	190	0.9299091145367345	2022-07-13	202	187	194
6904240	NP_Size_2050	0.07254187832003214	5.63724942382098	176.66801518222286	30	0.9478639563534862	2022-06-26	180	174	177
6904240	NP_Size_2050	0.020324289470405883	50.088217795701844	180.6864771012182	50	0.16757559105042397	2022-06-30	206	156	181
6904240	NP_Size_2050	0.0367099321017979	9.263163320040222	183.65804798700682	70	0.8984299850011132	2022-07-03	189	180	184
6904240	NP_Size_2050	0.24659868775728708	2.4303786065549167	184.15060169813802	90	0.9972661742194457	2022-07-04	186	183	185
6904240	NP_Size_2050	0.4321019268013797	3.79147471260369	186.677080542318	110	0.9999999993637677	2022-07-06	189	185	187
6904240	NP_Size_2050	0.3160226393172169	3.8961003379112022	181.2547928001867	130	0.96745756413421935	2022-07-01	184	180	182
